Index,left,Localizers,"zai 'at, in'",right,verb,Verb class,Newness_Theme,Newness_Location,definiteiniteness_Theme,Heaviness,Heaviness_differences,Animacy_Theme,Animacy_Location,Animacy_Location_minorClass,Animacy_Theme_minorClass,Construction_trichotomy,Construction,备注: 住(驻扎，驻)有关的词都从posture变成existence
187,", 是 可以 解释 的 。 </s><s> 这 种 可解释性 , 称作 理据 或 字理 , 表现 为 用意 符来 , 用 声符 来 表音 。 </s><s> 但是 , [ 在 ] 汉字 发展 的 过程 中 , 由于 字形 和 语音 、 字义 方面 的 变化 , 却 有 很多 意符 和声 符 失去 了 表意 和 表音 的 作用 , 也 就 是 失去 了 构字 理据 , 变成 了 记号 字 , 即 字形 结构 不 能 体现 出 音义 的 字 。 </s><s> 例如 : "" 立 "" 字 本 作 "" ! "" </s><s> , 像 人 立 [",,在,"] 地 上 , "" �K "" 字 ( 现 已 并 人 "" 并 "" 字 ) 本作 , 像 两 个 人 并立 [ 在 ] 地上 , 演变 成 隶书 、 楷书 之后 , 就 变成 了 不 能 分析 的 记号 字 了 。 </s><s> "" 特 "" 本义 是 公牛 , 以 "" 牛 "" 作 形旁 , "" 寺 "" 作声 符 , 由于 其 本义 早 已 不 用 , "" 寺 "" 的 表音 作用 也 已经 由于 语音 演变 而 丧失 , 故 对 一般 人 来说 , 这 个 字 实际上",立,verbs of posture,given,new,indefinite,Location>Theme,2,animate,inanimate,place,human,uninversted sentence (PostLocPs),uninverted sentence,
46,在实践上，“新公共管理”运动注重用市场机制来改造政府或用企业家精神重塑政府，在公共物品和服务的提供上采用市场的方法（合同承包、代理、拍卖、招标等）或准市场的办法，并在公共机构以及政府组织中确立节约成本和提高效益的激励机制。这有积极的借鉴意义，因为市场机制的确是改善政府功能的一个基本手段，通过在政府管理中注入一些市场的因素，可以缩小政府缺陷的影响范围，使政府体制更灵活，并提高政府的工作效率。这也正是我国传统的政府管理中最缺乏的因素之一。 公共 管理 尤其是 行政 管理 [,,在," ] 许多 方面 可以 利用 市场 机制 。 例如 , 政府 的 某些 活动 ( 如 许可证 、 执照 的 发放 ) 可以 采用 拍卖 的 方式 ; 政府 的 办公 用品 可以 通过 招标 的 方式 购买 ; 公共 工程 可以 承包 给 私人 公司 ; 同 一 种 公共",利用,verbs of activity,given,new,indefinite,Location=Theme,1,inanimate,inanimate,nonconcrete,nonconcrete,uninversted sentence (PreLocPs),uninverted sentence,
197,"说明 了 袍哥 隐语 与 江湖 话 的 关系 。 </s><s> 根据 语言学家 的 定义 , 暗语 ( 隐语 ) '' 不仅 借用 标准 的 主流 语言 , 而且 具有 不同 社会 环境 、 不同 社会 团体 的 行话 的 因素 "" 1 。 </s><s> 不过 应该 指出 的 是 , 当 傅崇矩 编撰 〈 诚 都 通览 》 寸 , 袍哥 为 非法 的 、 清 政府 明令 查禁 的 组织 。 </s><s> 傅崇矩 作为 一 个 改良 精英 , 把 袍哥 黑话 列入 江湖 话 一 类 , 有 其 政治 动机 。 </s><s> 把 袍哥 与 江湖 盗贼 等 列 [",,在,"] 一起 , 与 官方 关于 袍哥 的 话语 一致 。 </s><s> 不过 他 始料未及 的 是 , 不过 几 年 之后 , 袍哥 成为 倾覆 清朝 的 主要 力量 之一 , 并 [ 在 ] 辛亥 革命 后 一度 得以 公开 活动 。 </s><s> 【 文件名 : \ 当代 \ CWAC \ AHJ0027.txt 文章 标题 : 作者 : 】 1725 : 语言学家 把 隐语 定义 为 "" 由 某些 特定 的 行业 或 秘密 社会 "" 所 使用 的 方言 , 这 种 语言 '' 不 为 外人 所 理解 "" , 但 它 又 '' 区别 于 其他 私语 ''",列,verbs of placement,given,new,definite,Location<Theme,-5,animate,inanimate,place,human,uninversted sentence (PostLocPs),uninverted sentence,
542,"<s> txt 文章 标题 : 作者 : 】 121 26 : ...8点 到 8点10分 之间 , 19 个 人 慢慢悠悠 地 迈进 大门 , 其中 3 人手 [ [ [",里,拎,着 ] ] ] 油饼 、 豆浆 等 。 </s>,拎,verbs of holding or containing,new,new,indefinite,Location=Theme,-1,inanimate,animate,body-part,concrete,Locative inversion,Locative inversion,
139,调查还显示，小学生家长外出打工的比初中生家长外出打工的多，而小学低年级学生的家长外出打工又比高年级家长外出打工的多。大部分 有 未成年 子女 的 外出 务工者 将 子女 留 [,,在,"] 老家 生活 和 学习 , 但 一般 来 说 , 他们 都 会 [ 在 ] 外出 之前 对 子女 作 一 个 让 自己 比较 放心 的 安排 。 </s><s> 大多数 父母 双方 都 外出 务工者 都 有 老人 [ 在 ] 老家 帮助 他们 监护 未成年 子女 , 如果 没有 长辈 帮助 , 他们 一般 都 会 有 一 方 留 [ 在 ] 老家 照顾 自己 的 孩子 。 </s><s> 只 有 极 少数 的 进城 务工者 会 将 自己 的 孩子 托付 给 可以 信赖 的 亲戚 照管 。 </s><s> 也 有 极 少数 对 子女 安排 未",留,verbs of placement,given,new,definite,Location=Theme,1,animate,inanimate,place,human,uninversted sentence (PostLocPs),uninverted sentence,
157,"... 【 文件名 : \ 当代 \ CWAC \ APT0080. txt 文章 标题 : 作者 : 】 6374 : [ 在 ] 这 种 私 制度 之下 , 最 坏 的 还是 他们 自己 心虚 , 要 替 自己 留 一 个 退步 。 这 个 退步 , 就 留 [",,在," ] 关 东三省 。 清 政府 把关 东三省 划成 禁地 , 不 许 中国人 出关 。 我们 已 讲 过 : 满洲人 是 吉林 长白山 外 松花江 畔 很 小 的 一 个 小 部族 , 满洲 并不 就 是 东三省 。 辽河 东西 两 岸 , 秦 以前 就 是",留,verbs of existence,given,new,definite,Location=Theme,1,inanimate,inanimate,place,nonconcrete,uninversted sentence (PostLocPs),uninverted sentence,
248,"法兰克福 社会 研究所 创建 于 1923年 , A . 希特勒 上台 后 曾 先后 迁往 日内瓦 、 巴黎 , 第二 次 世界 大战 爆发 后 迁往 纽约 。 1950年 , 部分 成员 返回 联邦 德国 重建 研究所 , 部分 成员 仍 留 [",,在," ] 美国 继续 从事 社会 政治 理论 研究 。 霍克海默 19 30 ~ 1958年 任研究所 所长 , 并 于 1932年 创办 《 社会 研究 杂志 》 ( 19 32 ~ 1941 ) 。 参加 研究所 工作 的 有 哲学家 、 社会学家 、 经济学家 、 历史学家 和 心理学家 。 除",留,verbs of existence,given,new,indefinite,Location=Theme,-1,animate,inanimate,place,human,uninversted sentence (PostLocPs),uninverted sentence,
375,在任何一个阶级社会里面，把握着社会物质基本生产手段的阶级，同时必定要占有或支配社会基本的精神生产手段。这已经很明显的表现为一个法则。社会基本的精神生产手段被把握着：那第一，将可能使不合理的物质生产手段的占有，逐渐取得合理的依据；第二，将藉此继续制造出或生产出维护那种占有的动力；第三，将用以缓和或团结同一支配阶级内部的分离力量。所以，就中国历代王朝统治的经历讲，它们对于精神生产手段的把握是否牢固，运用是否得宜，颇有关于它们历史命运的修短，虽然在实质上，它们的存亡兴废，根本的还是看它们对于物质的基本生产手段的把握方面是否发生了破绽或动摇。在西周之世，世卿世禄，子就父学，世世相承，一切精神传授的手段，通在官府。 当时 农业 劳动 生产力 尚 因 铁 耕 未 行 而 留 [,,在,"] 极 低 阶级 , 剩余 劳动 生产物 有限 , [ 在 ] 官府 的 精神 生产 活动 便 受到 限制 , 一般 人民 更 无 此 "" 清福 "" 了 。 </s><s> "" 不识 不 知 , 顺天 之 则 "" , 原来 是 贵族 统治 的 安稳 场面 。 </s><s> 但 "" 自 老聃 写 书 征藏 , 以 贻孔氏 , 然后 竹帛 下庶人 。 </s><s> 六 籍 既定 , 诸书复 稍 出 金匮石室 间 。 </s><s> 民 以 昭苏 , 不 为 徒役 ; 九 流 自 此 作 , 世卿 自此堕 。 </s><s> 朝 命 不 擅威于 肉食 , 国史 不",留,verbs of existence,new,new,definite,Location<Theme,-2,inanimate,inanimate,nonconcrete,nonconcrete,uninversted sentence (PostLocPs),uninverted sentence,
882,"<s> 他 有 浓厚 的 眉毛 , 腮帮 [ [ [",上,留,"着 ] ] ] 一 大 片 黑 胡须 , 眼睛 不 凹 , 下颏 突出 , 在 那样 的 面貌 上 , 有 一 种 说 不 出 ... 【 文件名 : \ 当代 \ 翻译 作品 \ 文学 \ 悲惨 世界 . </s>",留,verbs of existence,new,given,indefinite,Location<Theme,-3,inanimate,animate,body-part,concrete,Locative inversion,Locative inversion,
283,", 汉族人 学 鲜卑语 不 是 当时 的 主流 , 而且 被 人 讥笑 为 "" 不 得 邯郸 之 步 而 有 匍匐 之 嗤 者 , 此 犹 其 小者 耳 "" ( 《 抱朴子・讥惑 》 ) , 而 鲜卑 等 族 学习 汉语 则 是 当时 不 可 阻挡 的 历史 潮流 。 </s><s> 【 文件名 : \ 当代 \ CWAC \ ALT0049. txt 文章 标题 : 作者 : 】 3281 : [ 在 ] 双语 现象 阶段 , 必然 会 产生 语言 间 的 相互 影响 , 即使 是 被 替代 的 语言 , 也 会 [",,在,"] 胜利者 的 语言 中 留下 自己 的 痕迹 。 </s><s> 可惜 汉字 不 是 拼音 文字 , 历史 上 的 这 种 痕迹 今天 已 不 甚 清楚 , 但 《 颜 氏 家训・音辞 》 篇 概述 当时 的 汉语 已经 "" 南染 吴越 , 北杂 夷虏 "" , 也 可 见 其一斑 。 </s><s> 很多 地名 容易 留下 被 替代 语言 的 痕迹 , 例如东 ... 【 文件名 : \ 当代 \ CWAC \ ALT0049. txt 文章 标题 : 作者 : 】 3282 : 文字 是 记录 语言 的 工具 , 双语 现象 时期 语言 间 的 相互 影响 也",留下,verbs of image,new,new,indefinite,Location>Theme,2,inanimate,inanimate,nonconcrete,nonconcrete,uninversted sentence (PreLocPs),uninverted sentence,
284,"尼泊尔 : 污染 已经 升至 世界 的 最高峰 , 登山者 [",,在," ] 喜玛拉雅 山上 留下 了 足迹 , 成吨 的 垃圾 也 开始 包围雪峰冰顶。",留下,verbs of image,new,new,indefinite,Location>Theme,5,inanimate,inanimate,place,nonconcrete,uninversted sentence (PreLocPs),uninverted sentence,
754,"<s> txt 文章 标题 : 作者 : 】 366 17 : ... 难 当 , 宝仁 不 能 像 正常人 那样 用 手 挠 , 只有 背对 着 墙壁 来回 蹭 , 墙壁 [[[",上,留下,了 ]]] 使 人 目不忍睹 的 斑斑 血迹 。 </s>,留下,verbs of existence,new,given,indefinite,Location<Theme,-8,inanimate,inanimate,concrete,concrete,Locative inversion,Locative inversion,
819,"<s> txt 文章 标题 : 作者 : 】 7383 : 由于 长年 戴 安全帽 , 他 的 前额 [ [ [",上,留下,了 ] ] ] 一 道 深杠 。 </s>,留下,verbs of existence,new,given,indefinite,Location=Theme,1,inanimate,animate,body-part,concrete,Locative inversion,Locative inversion,
881,<s> txt 文章 标题 : 作者 : 】 12417 : 它 的 身[[[,上,留下,了 ] ] ] 五 颗 罪恶 的 子弹 。 </s>,留下,verbs of existence,new,given,indefinite,Location<Theme,-3,inanimate,animate,body-part,concrete,Locative inversion,Locative inversion,
434,<s> 中国历史上，发生过多次利用道教，组织农民起义的壮举。最早一次农民起义的领袖，就是道教创始人之一的张角。东汉末年，政治腐败，加上连年水旱灾荒，广大农民实在没法生活下去了。这时 民 [ [ [,间,流传,"着 ] ] ] 一 首 歌谣 : "" 苍天 已 死 , 黄 天 当立 , 岁 在 甲子 , 天 下 大吉 。 "" </s>",流传,verbs of (dis)appearance,new,new,indefinite,Location<Theme,-18,inanimate,inanimate,place,nonconcrete,Locative inversion,Locative inversion,
463,"<s> 统计还显示,非洲自1982年发现首例艾滋病患者以来,累计已有近千万人死亡。其中,在2002年,非洲死于艾滋病的人数达到230万,新增感染者350万。统计显示,博茨瓦纳是世界上艾滋病病毒感染者比例最高的国家,每100个人中,就有大约38人是艾滋病患者或艾滋病病毒携带者。在东非的肯尼亚,每天约有500多人被艾滋病夺走生命。在非洲南部的津巴布韦,每周约有2500人死于艾滋病。因此 , 非洲民 [ [ [",间,流传,"着 ] ] ] 这样一句话:如果你在这里听说某人一星期内参加三次葬礼,一点也不要感到奇怪。",流传,verbs of (dis)appearance,new,given,definite,Location<Theme,-30,inanimate,inanimate,place,nonconcrete,Locative inversion,Locative inversion,
621,<s> 一些权贵听到包拯执法严明，都吓得不敢为非作歹。有个权贵想通关节，打算送点什么礼物给包拯，旁人提醒他，别白操心了，包拯的廉洁奉公是出了名的。他原来在端州（今广东肇庆）做过官。端州出产的砚台，是当地的特产。皇宫规定，端州官员每年要进贡一批端砚到内廷去。在端州做官的人往往借进贡的机会，向百姓大肆搜刮，私下贪污一批，去讨好那些权贵大臣。搜刮去的端砚比进贡的要多出几十倍。后来，包拯到了端州，向民间征收端砚，除了进贡朝廷的以外，连一块都不增加。直到他离开端州，从没有私自要过一块端砚。那权贵听了，知道没有空子好钻，也只好罢休。后来开封府的男女老少，没有人不知道包拯是个大清官。民 [ [ [,间,流传,"着 ] ] ] 两 句 歌谣 : "" 关节 不 到 , 有 阎罗 、 包老 。 "" </s>",流传,verbs of (dis)appearance,new,given,indefinite,Location<Theme,-11,inanimate,inanimate,place,concrete,Locative inversion,Locative inversion,
693,<s> 赛场上，一个个考生铆足了劲地演讲、发挥，一位位评委认真地聆听、打分。彼此 之 [ [ [,间,流动,着 ] ] ] 一 股 信任 和 鼓舞 的 气息 。 </s>,流动,verbs of motion,new,given,indefinite,Location<Theme,-6,inanimate,inanimate,nonconcrete,nonconcrete,Locative inversion,Locative inversion,
164,"父亲 的 教导 , 从 观察 一 年 四 季 的 变化 到 照管 家畜 或 聆听 长者 讲 故事 和 氏族 巫士唱 赞美诗 , "" 到处 都 是 学习 的 机会 "" 。 值得 注意 的 是 , "" 这 种 自然 的 、 非 制度化 的 学习 方式 [",,在," ] 世界 广大 地区 内 一直 流行 到 今天 ; 这 种 学习 方式 至今 仍 是 为 千百万 人 提供 教育 的 唯一 形式 。 "" [ 19 ] 【 文件名 : \ 当代 \ CWAC \ AEM0016 . txt 文章 标题 : 作者 : 】 649 : ... 推动",流行,verbs of (dis)appearance,given,new,definite,Location<Theme,-5,inanimate,inanimate,place,nonconcrete,uninversted sentence (PreLocPs),uninverted sentence,
67,"那 孤苦 的 岁月 。 第三 , 轻罗小扇 象征 着 她 被 遗弃 的 命运 : 扇子 本来 是 夏天 用 来 扇风 取 凉 的 , 到 秋天 就 搁置 不 用 了 , 所以 [ 在 ] 古诗 中 常 用来 比喻 弃妇 。 这些 意思 都 是 [",,在," ] 字里行间 中 流露 出来 的 , 是 "" 言 内 "" 的 "" 意外 "" , 读者 可以 凭 自己 的 感受 去 补充 这 "" 意外 "" 的 内容 。 文学 作品 的 语言 , 特别是 诗 的 语言 , 都 非常 重视 语言 的 这 种 暗示性 和",流露,verbs of (dis)appearance,given,new,definite,Location>Theme,2,inanimate,inanimate,concrete,nonconcrete,uninversted sentence (PreLocPs),uninverted sentence,
627,"<s> txt 文章 标题 : 作者 : 】 68 7 8 : ... 共 收入 百余 篇 精美 短章 , 其中 , 约 五分之四 强 涉及 书 人 书 事 , 字里行 [ [ [",间,流露,着 ] ] ] 对 访 书 、 购书 、 读书 、 藏书 的 挚爱 和 痴迷 。 </s>,流露,verbs of (dis)appearance,new,given,indefinite,Location<Theme,-11,inanimate,inanimate,concrete,nonconcrete,Locative inversion,Locative inversion,
677,<s> 她 那 皱巴巴 的 黑脸 [[[,上,流露,"着 ] ] ] 气恼 和 忧虑 的 神色 , 嘴唇 撅 得 比 以往 思嘉 见 过 的 哪 一 次 都 高 。 </s>",流露,verbs of (dis)appearance,new,given,indefinite,Location=Theme,1,inanimate,animate,body-part,nonconcrete,Locative inversion,Locative inversion,
825,"<s> txt 文章 标题 : 作者 : 】 21591 : ... 板地 垂下 一 双 手 , 她 那 姿态 俨如 走到 大厅 中间 来 唱歌 一般 , 但是 她 脸 [ [[",上,流露,着 ] ] ] 完全 不同 的 表情 。 </s>,流露,verbs of (dis)appearance,new,given,indefinite,Location<Theme,-4,inanimate,animate,body-part,nonconcrete,Locative inversion,Locative inversion,
175,"<s> 西岭通村26户都是搬迁户,来的时候几乎都是两手空空。丹增益西原来没有任何牲畜,家里像样的碗都拿不出来,白天穿什么,晚上就盖什么。现在有了1匹马、2头奶牛,家具基本齐全。搬到新居以后,大家学着当地人,经常洗头洗脸,开始注意穿着打扮,人也精神了。许多没有机会搬迁出大山深处的群众把希望寄托在修路上。地处 横断 山区 的 左贡县 境 [[[",内,流淌,"着 ] ] ] 怒江 、 澜沧江 , 15 个 乡镇 中 至今 还 有 8 个 不 通 公路 , 最 远 的 乡 从 县城 ... 【 文件名 : \ 当代 \ 报刊 \ 新华社 \ 新华社 2002年 1月份 新闻 报道 . </s>",流淌,verbs of (dis)appearance,new,new,definite,Location>Theme,7,inanimate,inanimate,place,concrete,Locative inversion,Locative inversion,
532,<s> 他 那 漂亮 的 肉体 [[[,中,流淌,着 ] ] ] 不同 常人 的 毒 血 。 </s>,流淌,verbs of (dis)appearance,new,given,indefinite,Location=Theme,1,inanimate,inanimate,concrete,concrete,Locative inversion,Locative inversion,
616,<s> 路过吐鲁番市中心，与平常所见的其他城市没有太大区别，一进乡村，感受却完全不同了。那天正午时分，我们来到小村庄，进入村子，满眼却是翠绿。在每一道小巷里，葡萄架展开一片绿荫，将火焰山的烈火驱除干净。小巷 一 侧 的 水渠 [ [ [,里,流淌,"着 ] ] ] 清澈 的 雪水 , 这 是 坎儿井 的 水 , 自古以来 , 就 是 这样 滋润 了 新疆 各 地 。 </s>",流淌,verbs of (dis)appearance,new,given,indefinite,Location<Theme,-2,inanimate,inanimate,concrete,concrete,Locative inversion,Locative inversion,
623,"<s> txt 文章 标题 : 作者 : 】 32 32 : 最近 , 笔者 来到 赵牛河 畔 , 但 见 河道 [ [ [",里,流淌,"着 ] ] ] 冒 着 泡沫 的 棕黑 色 污水 , 水 中 含有 大量 的 游离 残碱 、 纤维素 等 有毒物 , ... 【 文件名 : \ 当代 \ 报刊 \ 人民 日报 \ 1993年 人民 日报 \ 9月份 . </s>",流淌,verbs of (dis)appearance,new,given,indefinite,Location<Theme,-7,inanimate,inanimate,place,concrete,Locative inversion,Locative inversion,
629,"<s> txt 文章 标题 : 作者 : 】 3808 : 他 说 不 知 为什么 , 总 觉得 歌声 [ [ [",里,流淌,着 ] ] ] 残疾人 的 血脉 。 </s>,流淌,verbs of (dis)appearance,new,given,indefinite,Location<Theme,-3,inanimate,inanimate,nonconcrete,nonconcrete,Locative inversion,Locative inversion,
824,<s> txt 文章 标题 : 作者 : 】 9887 : 身 [ [ [,上,流淌,"着 ] ] ] 伟人 的 血液 , 灵魂 深处 激荡 着 难 抑 的 故乡 情结 。 </s>",流淌,verbs of (dis)appearance,new,given,indefinite,Location<Theme,-3,inanimate,animate,body-part,concrete,Locative inversion,Locative inversion,
